Name,Address,City,State,Zip Code,Phone Number,Full Address,Rating,Review Count,URL
Windsor House Apartments,12222 Vance Jackson Rd,San Antonio,TX,78230,+1-210-641-5588,"12222 Vance Jackson Rd,San Antonio, TX 78230",1.0,2,http://www.yelp.com/biz/windsor-house-apartments-san-antonio
Landera,13400 Blanco Rd,San Antonio,TX,78216,+1-210-492-5032,"13400 Blanco Rd,San Antonio, TX 78216",1.0,3,http://www.yelp.com/biz/landera-san-antonio-3
The Oaks Of Redland,18979 Redland Rd,San Antonio,TX,78259,+1-210-499-0200,"18979 Redland Rd,San Antonio, TX 78259",5.0,1,http://www.yelp.com/biz/the-oaks-of-redland-san-antonio
Canyon Oaks Apartments,16500 Henderson Pass,San Antonio,TX,78232,+1-210-496-3157,"16500 Henderson Pass,San Antonio, TX 78232",3.0,1,http://www.yelp.com/biz/canyon-oaks-apartments-san-antonio
Woodbridge Apartments,3500 Oakgate Dr,San Antonio,TX,78230,+1-210-699-3502,"3500 Oakgate Dr,San Antonio, TX 78230",1.0,2,http://www.yelp.com/biz/woodbridge-apartments-san-antonio-2
Chase Hill Apartments,15801 Chase Hill Blvd Ofc,San Antonio,TX,78256,+1-210-699-0288,"15801 Chase Hill Blvd Ofc,Downtown,San Antonio, TX 78256",2.0,2,http://www.yelp.com/biz/chase-hill-apartments-san-antonio
Promontory Pointe Apts,4114 Medical Dr,San Antonio,TX,78229,+1-210-692-6000,"4114 Medical Dr,Medical Center,San Antonio, TX 78229",1.5,5,http://www.yelp.com/biz/promontory-pointe-apts-san-antonio-2
Broadstone Colonnade Apartments,4330 Spectrum One,San Antonio,TX,78230,+1-210-877-9926,"4330 Spectrum One,San Antonio, TX 78230",2.5,9,http://www.yelp.com/biz/broadstone-colonnade-apartments-san-antonio
The Richland Apartments,7791 Woodchase,San Antonio,TX,78240,+1-210-680-0687,"7791 Woodchase,San Antonio, TX 78240",2.0,1,http://www.yelp.com/biz/the-richland-apartments-san-antonio
Estates of Northwood Apartments,17635 Henderson Pass,San Antonio,TX,78232,+1-210-499-0172,"17635 Henderson Pass,San Antonio, TX 78232",1.0,4,http://www.yelp.com/biz/estates-of-northwood-apartments-san-antonio
Riviera Apts,2011 Dollarhide Ave,San Antonio,TX,78223,+1-210-626-8577,"2011 Dollarhide Ave,San Antonio, TX 78223",1.0,2,http://www.yelp.com/biz/riviera-apts-san-antonio-2
Sedona Canyon Apartments,4620 Thousand Oaks Dr,San Antonio,TX,78233,+1-210-653-1094,"4620 Thousand Oaks Dr,San Antonio, TX 78233",3.0,3,http://www.yelp.com/biz/sedona-canyon-apartments-san-antonio
Brandon Oaks Apartments,800 Vista Valet,San Antonio,TX,78216,+1-877-395-5412,"800 Vista Valet,San Antonio, TX 78216",1.0,1,http://www.yelp.com/biz/brandon-oaks-apartments-san-antonio
Park Hill Apartments,9939 Fredericksburg Rd Apt 504,San Antonio,TX,78240,+1-210-696-2096,"9939 Fredericksburg Rd Apt 504,San Antonio, TX 78240",3.0,2,http://www.yelp.com/biz/park-hill-apartments-san-antonio
Newport,3800 Perrin Central Boulevard,San Antonio,TX,78217,+1-210-967-7777,"3800 Perrin Central Boulevard,San Antonio, TX 78217",1.0,2,http://www.yelp.com/biz/newport-san-antonio
The View At Encino Commons,21303 Encino Commons Blvd,San Antonio,TX,78259,+1-210-497-1500,"21303 Encino Commons Blvd,San Antonio, TX 78259",1.5,2,http://www.yelp.com/biz/the-view-at-encino-commons-san-antonio
Madera,8102 W Hausman Rd,San Antonio,TX,78249,+1-210-690-8872,"8102 W Hausman Rd,San Antonio, TX 78249",2.0,7,http://www.yelp.com/biz/madera-san-antonio
Estates at Canyon Ridge Apartments,20614 Stone Oak Pkwy,San Antonio,TX,78258,+1-210-298-2909,"20614 Stone Oak Pkwy,Stone Oak,San Antonio, TX 78258",2.0,7,http://www.yelp.com/biz/estates-at-canyon-ridge-apartments-san-antonio
San Mateo Apartments,3787 Perrin Central Blvd,San Antonio,TX,78217,+1-210-590-7575,"3787 Perrin Central Blvd,San Antonio, TX 78217",4.0,1,http://www.yelp.com/biz/san-mateo-apartments-san-antonio
Lodge On Perrin Creek Apartments,2355 Austin Hwy,San Antonio,TX,78218,+1-210-654-7447,"2355 Austin Hwy,San Antonio, TX 78218",1.0,2,http://www.yelp.com/biz/lodge-on-perrin-creek-apartments-san-antonio
Arbor Hill Apartments,250 Heimer Rd,San Antonio,TX,78232,+1-210-403-2720,"250 Heimer Rd,San Antonio, TX 78232",1.0,2,http://www.yelp.com/biz/arbor-hill-apartments-san-antonio
Haven Hill Country Apartment Homes,9914 W Military Dr,San Antonio,TX,78251,+1-210-680-1711,"9914 W Military Dr,San Antonio, TX 78251",4.0,1,http://www.yelp.com/biz/haven-hill-country-apartment-homes-san-antonio
Ashley Oaks Apartments,16400 Henderson Pass,San Antonio,TX,78232,+1-210-545-9500,"16400 Henderson Pass,San Antonio, TX 78232",1.0,1,http://www.yelp.com/biz/ashley-oaks-apartments-san-antonio-2
Park West Apartments,11845 W Ave,San Antonio,TX,78216,+1-866-812-9239,"11845 W Ave,San Antonio, TX 78216",1.0,1,http://www.yelp.com/biz/park-west-apartments-san-antonio
St Tropez Apartments,4000 Horizon Hill Blvd Ofc,San Antonio,TX,78229,+1-210-340-2020,"4000 Horizon Hill Blvd Ofc,Downtown,San Antonio, TX 78229",2.5,3,http://www.yelp.com/biz/st-tropez-apartments-san-antonio
Alamo Corporate Housing,19141 Stone Oak Pkwy,San Antonio,TX,78258,+1-866-224-4200,"19141 Stone Oak Pkwy,Ste 104,Stone Oak,San Antonio, TX 78258",5.0,1,http://www.yelp.com/biz/alamo-corporate-housing-san-antonio
Orion at Crown Ridge,18385 Babcock Road,San Antonio,TX,78255,+1-210-687-1400,"18385 Babcock Road,San Antonio, TX 78255",1.5,3,http://www.yelp.com/biz/orion-at-crown-ridge-san-antonio
Saddle Ridge Apartments,5711 N Knoll,San Antonio,TX,78240,+1-210-694-4100,"5711 N Knoll,San Antonio, TX 78240",1.5,3,http://www.yelp.com/biz/saddle-ridge-apartments-san-antonio
Perrin Square Apartments,9511 Perrin Beitel Rd Ofc,San Antonio,TX,78217,+1-210-657-4093,"9511 Perrin Beitel Rd Ofc,San Antonio, TX 78217",1.0,1,http://www.yelp.com/biz/perrin-square-apartments-san-antonio
Sierra Vista Apartments,6101 Whitby Rd Ofc,San Antonio,TX,78240,+1-210-690-6021,"6101 Whitby Rd Ofc,Downtown,San Antonio, TX 78240",1.0,3,http://www.yelp.com/biz/sierra-vista-apartments-san-antonio
Willows Apartments,6400 Wurzbach Rd Ofc,San Antonio,TX,78240,+1-210-681-0744,"6400 Wurzbach Rd Ofc,Downtown,San Antonio, TX 78240",2.0,1,http://www.yelp.com/biz/willows-apartments-san-antonio
Retreat At Cross Mountain,19414 Babcock Rd,San Antonio,TX,78255,+1-210-625-7901,"19414 Babcock Rd,San Antonio, TX 78255",5.0,1,http://www.yelp.com/biz/retreat-at-cross-mountain-san-antonio
Oak Hills Village Apartments,1847 Babcock Rd,San Antonio,TX,78229,+1-210-377-1292,"1847 Babcock Rd,Medical Center,San Antonio, TX 78229",2.0,2,http://www.yelp.com/biz/oak-hills-village-apartments-san-antonio
Ravinia Apartments,19500 US Highway 281 N,San Antonio,TX,78258,+1-210-499-5994,"19500 US Highway 281 N,San Antonio, TX 78258",3.0,1,http://www.yelp.com/biz/ravinia-apartments-san-antonio
Parliament Bend Apartments,11838 Parliament St,San Antonio,TX,78216,+1-210-341-9761,"11838 Parliament St,San Antonio, TX 78216",1.5,3,http://www.yelp.com/biz/parliament-bend-apartments-san-antonio
The Luxx,6023 Utsa Blvd,San Antonio,TX,78249,+1-210-625-7760,"6023 Utsa Blvd,San Antonio, TX 78249",2.5,7,http://www.yelp.com/biz/the-luxx-san-antonio-2
Stone Manor,19950 Huebner Rd,San Antonio,TX,78258,+1-210-404-9400,"19950 Huebner Rd,Stone Oak,San Antonio, TX 78258",1.0,2,http://www.yelp.com/biz/stone-manor-san-antonio
Altamonte Apartments,12474 Starcrest Dr,San Antonio,TX,78216,+1-210-491-9402,"12474 Starcrest Dr,San Antonio, TX 78216",1.0,1,http://www.yelp.com/biz/altamonte-apartments-san-antonio
Acadia Apartment Homes,4031 Thousand Oaks Dr,San Antonio,TX,78217,+1-210-656-2886,"4031 Thousand Oaks Dr,San Antonio, TX 78217",1.5,2,http://www.yelp.com/biz/acadia-apartment-homes-san-antonio
Covina Plaza,5243 Sherri Ann Rd,San Antonio,TX,78233,+1-210-655-5991,"5243 Sherri Ann Rd,San Antonio, TX 78233",2.0,1,http://www.yelp.com/biz/covina-plaza-san-antonio
Willow Bend Apartments,8330 Potranco Rd,San Antonio,TX,78251,+1-210-320-8330,"8330 Potranco Rd,San Antonio, TX 78251",1.5,2,http://www.yelp.com/biz/willow-bend-apartments-san-antonio
San Miguel Apartments,5202 Texana Dr.,San Antonio,TX,78249,+1-210-641-8200,"5202 Texana Dr.,San Antonio, TX 78249",4.0,1,http://www.yelp.com/biz/san-miguel-apartments-san-antonio
Villas At Medical Center,5623 Hamilton Wolfe Road,San Antonio,TX,78240,+1-210-558-0404,"5623 Hamilton Wolfe Road,San Antonio, TX 78240",2.0,4,http://www.yelp.com/biz/villas-at-medical-center-san-antonio
Rosemont Crossing,8916 Datapoint Dr,San Antonio,TX,78229,+1-210-593-9600,"8916 Datapoint Dr,Medical Center,San Antonio, TX 78229",1.0,1,http://www.yelp.com/biz/rosemont-crossing-san-antonio
The Place at Overlook Apartments,4934 Woodstone Drive,San Antonio,TX,78230,+1-210-441-9150,"4934 Woodstone Drive,San Antonio, TX 78230",1.5,4,http://www.yelp.com/biz/the-place-at-overlook-apartments-san-antonio
Copperfield Apartments,11245 Sir Winston Dr,San Antonio,TX,78216,+1-855-822-4410,"11245 Sir Winston Dr,San Antonio, TX 78216",2.0,1,http://www.yelp.com/biz/copperfield-apartments-san-antonio
Cordoba Apartment,7810 Callaghan Rd,San Antonio,TX,78229,+1-210-341-8591,"7810 Callaghan Rd,San Antonio, TX 78229",1.0,1,http://www.yelp.com/biz/cordoba-apartment-san-antonio
The Outpost San Antonio,6802 USTA Blvd,San Antonio,TX,78249,+1-210-694-4777,"6802 USTA Blvd,San Antonio, TX 78249",3.0,1,http://www.yelp.com/biz/the-outpost-san-antonio-san-antonio
Montebello Apartments,5534 Fredericksburg Rd,San Antonio,TX,78229,+1-210-344-9111,"5534 Fredericksburg Rd,Medical Center,San Antonio, TX 78229",5.0,1,http://www.yelp.com/biz/montebello-apartments-san-antonio
Doral Club,7750 Culebra Rd,San Antonio,TX,78251,+1-210-680-3962,"7750 Culebra Rd,San Antonio, TX 78251",1.0,2,http://www.yelp.com/biz/doral-club-san-antonio-2
Iron Horse Valley Apartments,2439 NE Loop 410 Ofc,San Antonio,TX,78217,+1-210-657-5001,"2439 NE Loop 410 Ofc,Downtown,San Antonio, TX 78217",2.5,4,http://www.yelp.com/biz/iron-horse-valley-apartments-san-antonio
Regency at Lookout Canyon,25675 Overlook Parkway,San Antonio,TX,78260,+1-830-213-2025,"25675 Overlook Parkway,San Antonio, TX 78260",1.0,3,http://www.yelp.com/biz/regency-at-lookout-canyon-san-antonio
Woodhill I Apartments,4909 Woodstone Dr Ofc,San Antonio,TX,78230,+1-210-477-6630,"4909 Woodstone Dr Ofc,Downtown,San Antonio, TX 78230",1.0,1,http://www.yelp.com/biz/woodhill-i-apartments-san-antonio
Whispering Hills Apartments,13658 O'connor Rd,San Antonio,TX,78233,+1-210-655-2113,"13658 O'connor Rd,San Antonio, TX 78233",1.0,1,http://www.yelp.com/biz/whispering-hills-apartments-san-antonio
Salado Crossing Apartments,13230 Blanco Rd,San Antonio,TX,78216,+1-210-492-5663,"13230 Blanco Rd,San Antonio, TX 78216",1.5,2,http://www.yelp.com/biz/salado-crossing-apartments-san-antonio
Mansions At the Player's Club,22800 Bulverde Rd,San Antonio,TX,78261,+1-210-402-0717,"22800 Bulverde Rd,San Antonio, TX 78261",2.0,1,http://www.yelp.com/biz/mansions-at-the-players-club-san-antonio
Alamo Hillside Apartments,7626 Callaghan Rd,San Antonio,TX,78229,+1-210-349-1217,"7626 Callaghan Rd,San Antonio, TX 78229",2.5,3,http://www.yelp.com/biz/alamo-hillside-apartments-san-antonio
Escondidio Village,7226 Blanco Rd,San Antonio,TX,78216,+1-210-349-5327,"7226 Blanco Rd,San Antonio, TX 78216",1.0,1,http://www.yelp.com/biz/escondidio-village-san-antonio
Distinction Apartments,11721 Parliament St,San Antonio,TX,78213,+1-210-349-3149,"11721 Parliament St,San Antonio, TX 78213",1.0,1,http://www.yelp.com/biz/distinction-apartments-san-antonio
Sutton House Apartments,11711 Wall St,San Antonio,TX,78230,+1-210-641-6411,"11711 Wall St,San Antonio, TX 78230",1.0,3,http://www.yelp.com/biz/sutton-house-apartments-san-antonio
La Mirage Apartments,8050 Oakdell Way,San Antonio,TX,78240,+1-210-696-6700,"8050 Oakdell Way,San Antonio, TX 78240",2.0,6,http://www.yelp.com/biz/la-mirage-apartments-san-antonio
Converse Ranch Apartment Homes,8355 Crestway Dr,Converse,TX,78109,+1-210-661-3260,"8355 Crestway Dr,Converse, TX 78109",3.0,3,http://www.yelp.com/biz/converse-ranch-apartment-homes-converse
Western Hills Fourplexes,500 Tomar Dr,San Antonio,TX,78227,+1-210-674-4111,"500 Tomar Dr,San Antonio, TX 78227",1.0,1,http://www.yelp.com/biz/western-hills-fourplexes-san-antonio
Slate Creek at Westover Hills,2210 Rogers Rd,San Antonio,TX,78251,+1-210-523-2210,"2210 Rogers Rd,San Antonio, TX 78251",3.0,6,http://www.yelp.com/biz/slate-creek-at-westover-hills-san-antonio
Fifth Avenue Apartments,11530 Vance Jackson Rd Ofc,San Antonio,TX,78230,+1-866-517-9535,"11530 Vance Jackson Rd Ofc,San Antonio, TX 78230",5.0,1,http://www.yelp.com/biz/fifth-avenue-apartments-san-antonio
Mesa Ridge Apartments,4900 Usaa Blvd,San Antonio,TX,78240,+1-210-690-6001,"4900 Usaa Blvd,San Antonio, TX 78240",1.0,2,http://www.yelp.com/biz/mesa-ridge-apartments-san-antonio
Westwood Plaza Apartments,2600 Westward Dr,San Antonio,TX,78227,+1-210-645-0566,"2600 Westward Dr,San Antonio, TX 78227",1.0,1,http://www.yelp.com/biz/westwood-plaza-apartments-san-antonio
Mira Loma Apartments,7601 Gateway Blvd,Live Oak,TX,78233,+1-210-651-1120,"7601 Gateway Blvd,Live Oak, TX 78233",4.0,1,http://www.yelp.com/biz/mira-loma-apartments-live-oak
Park Greene Townhomes,13031 Park Xing Ofc,San Antonio,TX,78217,+1-210-653-9441,"13031 Park Xing Ofc,Downtown,San Antonio, TX 78217",4.0,1,http://www.yelp.com/biz/park-greene-townhomes-san-antonio
Parc At Wall Street,11700 Wall St,San Antonio,TX,78230,+1-210-691-3777,"11700 Wall St,San Antonio, TX 78230",1.0,1,http://www.yelp.com/biz/parc-at-wall-street-san-antonio
Axio Apartments,8722 Cinnamon Creek Dr,San Antonio,TX,78240,+1-210-247-4242,"8722 Cinnamon Creek Dr,San Antonio, TX 78240",1.0,2,http://www.yelp.com/biz/axio-apartments-san-antonio
Villas at Babcock,14333 Babcock Rd,San Antonio,TX,78229,+1-210-697-8200,"14333 Babcock Rd,San Antonio, TX 78229",1.0,1,http://www.yelp.com/biz/villas-at-babcock-san-antonio
Fountainhead,4400 Horizon Blvd,San Antonio,TX,78229,+1-210-377-1655,"4400 Horizon Blvd,Medical Center,San Antonio, TX 78229",1.5,6,http://www.yelp.com/biz/fountainhead-san-antonio-2
Contour Place Apartments,1441 Contour Dr Ofc,San Antonio,TX,78212,+1-210-826-2121,"1441 Contour Dr Ofc,Downtown,San Antonio, TX 78212",1.0,1,http://www.yelp.com/biz/contour-place-apartments-san-antonio
Jackson Square Apartments,2500 Jackson Keller Rd Ofc,San Antonio,TX,78230,+1-210-342-4995,"2500 Jackson Keller Rd Ofc,Downtown,San Antonio, TX 78230",2.0,1,http://www.yelp.com/biz/jackson-square-apartments-san-antonio
Tetro Student Village,7023 N Loop 1604 W,San Antonio,TX,78256,+1-210-239-1293,"7023 N Loop 1604 W,San Antonio, TX 78256",3.5,4,http://www.yelp.com/biz/tetro-student-village-san-antonio-2
Plaza De Ville,5903 Eckhert Rd Ofc,San Antonio,TX,78240,+1-210-690-6025,"5903 Eckhert Rd Ofc,Downtown,San Antonio, TX 78240",3.0,2,http://www.yelp.com/biz/plaza-de-ville-san-antonio
Apartments NOW!,10003 NW Military Hwy,San Antonio,TX,78231,+1-888-862-2231,"10003 NW Military Hwy,Ste 3111,San Antonio, TX 78231",5.0,1,http://www.yelp.com/biz/apartments-now-san-antonio-3
Sundance Apartments,4615 Gardendale St,San Antonio,TX,78240,+1-210-690-8320,"4615 Gardendale St,San Antonio, TX 78240",3.0,2,http://www.yelp.com/biz/sundance-apartments-san-antonio-2
Oaks Of Northgate,8000 Oakdell Way,San Antonio,TX,78240,+1-855-396-6231,"8000 Oakdell Way,San Antonio, TX 78240",1.0,2,http://www.yelp.com/biz/oaks-of-northgate-san-antonio-2
Medical Center Apts,5055 Von Scheele Dr Ofc,San Antonio,TX,78229,+1-210-692-6200,"5055 Von Scheele Dr Ofc,Downtown,San Antonio, TX 78229",1.0,1,http://www.yelp.com/biz/medical-center-apts-san-antonio
Texas Relocation Experts,903 E Bitters Rd,San Antonio,TX,78216,+1-210-277-7336,"903 E Bitters Rd,San Antonio, TX 78216",5.0,1,http://www.yelp.com/biz/texas-relocation-experts-san-antonio-2
The Mansions at TPC San Antonio,22800 Blvd Rd,San Antonio,TX,78261,+1-888-518-6718,"22800 Blvd Rd,San Antonio, TX 78261",1.5,8,http://www.yelp.com/biz/the-mansions-at-tpc-san-antonio-san-antonio
Club at Stone Oak,21739 Hardy Oak Blvd,San Antonio,TX,78258,+1-844-867-4673,"21739 Hardy Oak Blvd,Stone Oak,San Antonio, TX 78258",2.0,6,http://www.yelp.com/biz/club-at-stone-oak-san-antonio
Hill Country Place,6222 UTSA Boulevard,San Antonio,TX,78249,+1-210-888-3100,"6222 UTSA Boulevard,San Antonio, TX 78249",1.5,6,http://www.yelp.com/biz/hill-country-place-san-antonio
The Place at Shadow Valley Apartments,5650 Grissom Road,Leon Valley,TX,78238,+1-210-441-9150,"5650 Grissom Road,Leon Valley, TX 78238",2.5,3,http://www.yelp.com/biz/the-place-at-shadow-valley-apartments-leon-valley
Texas Relocation Experts,7863 Callaghan Rd,San Antonio,TX,78229,+1-210-348-5739,"7863 Callaghan Rd,Ste 204,Medical Center,San Antonio, TX 78229",2.0,12,http://www.yelp.com/biz/texas-relocation-experts-san-antonio
Elm Hollow Apartments,12770 Bandera Rd,Helotes,TX,78023,+1-210-695-5558,"12770 Bandera Rd,Helotes, TX 78023",5.0,1,http://www.yelp.com/biz/elm-hollow-apartments-helotes
The Villages of Kitty Hawk,11801 E Loop 1604 N,Universal City,TX,78148,+1-210-566-7780,"11801 E Loop 1604 N,Universal City, TX 78148",1.0,1,http://www.yelp.com/biz/the-villages-of-kitty-hawk-universal-city
Biltmore Park Apartments,1111 Vista Valet Ofc,San Antonio,TX,78216,+1-210-492-7341,"1111 Vista Valet Ofc,San Antonio, TX 78216",2.5,5,http://www.yelp.com/biz/biltmore-park-apartments-san-antonio
Blue Swan Apartments,11710 Parliament St,San Antonio,TX,78213,+1-888-883-1260,"11710 Parliament St,San Antonio, TX 78213",2.0,2,http://www.yelp.com/biz/blue-swan-apartments-san-antonio
Waterford Ridge,501 FM 3009,Schertz,TX,78154,+1-210-658-3003,"501 FM 3009,Schertz, TX 78154",4.0,1,http://www.yelp.com/biz/waterford-ridge-schertz
Springs at Live Oak Apartments,8101 Shin Oak Dr,Live Oak,TX,78233,+1-877-752-1612,"8101 Shin Oak Dr,Live Oak, TX 78233",1.5,3,http://www.yelp.com/biz/springs-at-live-oak-apartments-live-oak
Lookout Hollow,16505 Lookout Hollow Cir,Selma,TX,78154,+1-210-946-6600,"16505 Lookout Hollow Cir,Selma, TX 78154",3.0,6,http://www.yelp.com/biz/lookout-hollow-selma
The Abbey At Medical,5460 Rowley Rd,San Antonio,TX,78240,+1-210-616-0667,"5460 Rowley Rd,San Antonio, TX 78240",1.5,2,http://www.yelp.com/biz/the-abbey-at-medical-san-antonio
Connemara Estates Apartments,2650 Thousand Oaks Dr,San Antonio,TX,78232,+1-210-762-4854,"2650 Thousand Oaks Dr,San Antonio, TX 78232",2.0,1,http://www.yelp.com/biz/connemara-estates-apartments-san-antonio
Palisades Park Apartments,165 Palisades Dr,Universal City,TX,78148,+1-210-659-4456,"165 Palisades Dr,Universal City, TX 78148",1.0,1,http://www.yelp.com/biz/palisades-park-apartments-universal-city
Retama Ranch Apartments,12900 E Loop 1604 N,Universal City,TX,78148,+1-210-566-1177,"12900 E Loop 1604 N,Universal City, TX 78148",1.0,1,http://www.yelp.com/biz/retama-ranch-apartments-universal-city
Country Villa Apartments,211 Meadow Dr,Castroville,TX,78009,+1-830-538-2746,"211 Meadow Dr,Castroville, TX 78009",2.5,3,http://www.yelp.com/biz/country-villa-apartments-castroville
Shadow Creek Apartments,9180 Shadow Creek Ln Ofc,Converse,TX,78109,+1-210-566-5000,"9180 Shadow Creek Ln Ofc,Converse, TX 78109",5.0,1,http://www.yelp.com/biz/shadow-creek-apartments-converse
Oakland Hills Apartments,386 Paloma Dr,Floresville,TX,78114,+1-830-216-0301,"386 Paloma Dr,Floresville, TX 78114",5.0,1,http://www.yelp.com/biz/oakland-hills-apartments-floresville
Edelweiss Apartments,845 S Business Ih 35,New Braunfels,TX,78130,+1-830-625-6161,"845 S Business Ih 35,New Braunfels, TX 78130",5.0,1,http://www.yelp.com/biz/edelweiss-apartments-new-braunfels
Landmark Lofts & Garden Apartments,144 Landa St,New Braunfels,TX,78130,+1-830-626-1400,"144 Landa St,New Braunfels, TX 78130",3.5,7,http://www.yelp.com/biz/landmark-lofts-and-garden-apartments-new-braunfels
1st and Rosemary Family Apartments,60 E Rosemary St,San Jose,CA,95112,+1-408-606-8098,"60 E Rosemary St,North San Jose,San Jose, CA 95112",5.0,11,http://www.yelp.com/biz/1st-and-rosemary-family-apartments-san-jose
Crescent Village Apartment Homes,320 Crescent Village Circle,San Jose,CA,95134,+1-408-953-7400,"320 Crescent Village Circle,North San Jose,San Jose, CA 95134",3.0,114,http://www.yelp.com/biz/crescent-village-apartment-homes-san-jose
Domicilio,431 El Camino Real,Santa Clara,CA,95050,+1-408-345-3333,"431 El Camino Real,North San Jose,Santa Clara, CA 95050",3.5,42,http://www.yelp.com/biz/domicilio-santa-clara-3
Hidden Willows,850 Meridian Way,San Jose,CA,95126,+1-408-294-5333,"850 Meridian Way,Willow Glen,San Jose, CA 95126",4.5,25,http://www.yelp.com/biz/hidden-willows-san-jose
Mosaic Apartments,500 Race St,San Jose,CA,95126,+1-408-275-9241,"500 Race St,Downtown,San Jose, CA 95126",3.5,48,http://www.yelp.com/biz/mosaic-apartments-san-jose-3
Pavona Apartments,760 N 7th St,San Jose,CA,95112,+1-866-289-6799,"760 N 7th St,Downtown,San Jose, CA 95112",4.0,35,http://www.yelp.com/biz/pavona-apartments-san-jose
